zoneName,zoneNumber,mobNumber,mobName,mobKeywords,mobShortDesc,mobLongDesc,actionFlags,affectedByFlags,mobAlignment,mobLetter,mobLevel,mobHitroll,mobArmor,mobHPDieNumber,mobHPDieSize,mobHPBaseNumber,mobHPMinValue,mobHPMaxValue,mobHPAverage,mobHPAffective,mobDamDieNumber,mobDamDieSize,mobDamBaseNumber,mobDamMinValue,mobDamMaxValue,mobDamAverage,mobDamAffective,mobHitCount,mobEXP,mobCoins,mobCoinEXP,mobTotalExp,mobExpPerEffectiveHP,mobPosition,mobDefaultPosition,mobSex,mobClass,mobImmune,NoSpecialAttackLines,attackType,attackTarget,attackPercent,attackSpell,mobHitType,mobAct2Flags,mobAffectedBy2Flags,mobImmune2Flags
QuestbyHemp,262,26297," a Statue of Enslavement"," statue enslavement america hempquest"," A crimson red statue looms, hell bent on enslaving all of Midgaard. ","  This crazed denizen from another realm has brought terror and destruction to the tranquil domain of Ronin. A horrifying daemon driven by hatred, fear and beer. Its eyes appear to have strange red, white and blue glyphs instead of pupils. The disdain with which this creature treats other beings exemplifies its wicked arrogance. ",SCAVENGER ISNPC AGGPA,BLIND SANCTUARY PROTECT-GOOD INVUL,-631,Y,53,-11,-5,31,7,1471,1502,1688,1595,3190,7,7,47,54,96,75,75,1,263167,0,0,263167,82,Standing,Standing,female,Statue,PIERCE SLASH SLICE BACKSTAB AMBUSH ASSAULT,6," SPELL SKILL SPELL SKILL SPELL SKILL SPELL SKILL SPELL SKILL SPELL SKILL"," SELF GROUP GROUP RAN_GROUP RAN_GROUP RAN_GROUP"," 7 3 3 3 3 3"," sphere blindness_dust hell_fire  disenchant dispel_sanctuary",0,,,CIRCLE STEAL
QuestbyHemp,262,26298," An intoxicated eagle"," eagle intoxicated drunk america hempquest"," A loathsome eagle squawks loudly, then burps and vomits onto its wings. ","  This crazed denizen from another realm has brought terror and destruction to the tranquil domain of Ronin. A horrifying daemon driven by hatred, fear and beer. Its eyes appear to have strange red, white and blue glyphs instead of pupils. The disdain with which this creature treats other beings exemplifies its wicked arrogance. ",ISNPC FLY,INVISIBLE SPHERE FLY DUAL,523,Y,53,-17,-1,89,5,8233,8322,8678,8500,8500,41,2,11,52,93,72.5,94.25,1.3,131071,0,0,131071,15,Standing,Standing,neutral,Avian,BLUDGEON CHOP,3," CLAW BITE TAILSLAM"," RAN_ROOM RAN_ROOM RAN_ROOM"," 7 3 3","   ",0,,TRIPLE QUAD,STEAL
QuestbyHemp,262,26299," Ball Pit Fiend"," fiend ball pit hempquest"," A menacing dragon whelp skulks through the red, white and blue balls. ","  A strange dragon from a netherworld of circuses and fun, this fiend appears bored by the mundane realm he finds himself in. ",SENTINEL ISNPC AGGRANDOM,SANCTUARY SPHERE INVUL DUAL,0,Y,70,-33,-10,9901,101,93563,103464,1093564,598514,1197028,127,5,627,754,1262,1008,1310.4,1.3,3,0,0,3,0,Standing,Standing,male,Greater Dragon,,0,,,,,0,,,
Questy,261,26101," a Zyca Skyknight"," zyca skyknight knight"," A noble Zyca Skyknight is here "," The Skyknights wear beatufully plumed steel helmets and golden capes.  They are the elite of the regular Zyca Army, chosen from the best cavalry officers. Their steel-tipped lances are much feared throughout the realm and they are noted for showing no mercy in battle. ",ISNPC,DODGE,-400,Y,26,-6,-5,1,200,2000,2001,2200,2100.5,2100.5,4,5,2,6,22,14,14,1,180000,25000,8333,188333,89,Standing,Standing,male,Normal,,1," PUNCH"," ROOM"," 100"," ",0,,,
Questy,261,26102," the Captain of the Zyca Skyknights"," zyca skyknight captain"," The Captain of the Zyca Skyknights is here "," The Captain of the Skyknights must be a member of the Royal family and must show outstanding skill with weapons to be chosen.  He wears a crown that indicates his noble heritage. ",ISNPC,INFRAVISION DODGE,-400,Y,28,-8,-8,2,50,3000,3002,3100,3051,3051,20,2,8,28,48,38,38,1,300000,35000,11666,311666,102,Standing,Standing,male,Normal,,1," PUMMEL"," ROOM"," 100"," ",0,,,
Questy,261,26103," the Commander of the Zyca Skyknights"," zyca skyknight commander"," The Commander of the Zyca Skyknights is here "," The Commander of the Skyknights is chosen from one of the King's sons. He carries a sceptre of power and wears the finest steel armor enchanted to ward him against blows. ",SENTINEL ISNPC,SANCTUARY INFRAVISION DODGE INVUL DUAL,0,Y,31,-11,10,1,200,16000,16001,16200,16100.5,32201,3,30,40,43,130,86.5,112.45,1.3,900000,100000,33333,933333,28,Standing,Standing,male,Normal,,1," DISARM"," ROOM"," 100"," ",0,,,
Questy,261,26104," Prince Ulrich"," prince urlich zyca"," Prince Ulrich, The Emperor's Heir stands here. "," Featureless and non-descript, the blank of primal clay waits for someone to breath life into it. The Necromancer's are the Zyca King's latest recruits.  Their unholy ties with the infernal powers grants them the power to raise the dead to serve their master. ",ISNPC,,0,Y,1,19,10,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,0,1,0,Standing,Standing,male,Normal,,0,,,,,0,,,
Questy,261,26105," the Zyca Necromancer"," necromancer zyca necron"," The dark form of a Zyca Necromancer lurks here. "," invalid",SENTINEL ISNPC WIMPY SHIELD,DETECT-INVISIBLE SENSE-LIFE SANCTUARY SPHERE INFRAVISION DODGE IMINV,-1000,Y,30,-10,10,1,200,8000,8001,8200,8100.5,16201,1,6,18,19,24,21.5,21.5,1,270000,60000,20000,290000,17,Standing,Standing,male,Normal,FIRE ELECTRIC POISON SLEEP CHARM BLINDNESS PARALYSIS DRAIN DISEMBOWEL DISINTEGRATE SUMMON BACKSTAB AMBUSH ASSAULT,5," SPELL SKILL SPELL SKILL SPELL SKILL SPELL SKILL SPELL SKILL"," ROOM RAN_ROOM BUFFER RAN_ROOM RAN_ROOM"," 100 100 100 100 100"," lethal_fire  disrupt_sanctuary tremor hell_fire",0,,,COLD SOUND CHEMICAL ACID FEAR BASH CIRCLE
Questy Boba,263,26300," Santa Clause"," Santa Clause"," Santa Clause stands here, calm smile filling the room with warmth. "," Massive tummy jiggling and shaking, Santa fills his red coat to the bursting point. Small red stains ruin the perfect white of the cuffs and lining, the only evidence of the massive battle raging outside. ",SENTINEL ISNPC MEMORY,SANCTUARY SPHERE INFRAVISION DODGE INVUL DUAL FURY,0,Y,56,-54,-25,100,100,8000,12150,27000,19575,39150,20,15,120,175,525,350,910,1.3,1,2,0,1,0,Standing,Standing,male,Avatar,FIRE ELECTRIC PUMMEL SLEEP CHARM BLINDNESS PARALYSIS DRAIN DISEMBOWEL DISINTEGRATE CLAIR SUMMON SLASH WHIP CLAW STING BACKSTAB ASSAULT,2," PUMMEL TRAMPLE"," RAN_GROUP RAN_GROUP"," 25 20","  ",0,IGNORE-SPHERE,TRIPLE QUAD,LOCATE COLD SOUND FEAR CIRCLE TAUNT STEAL
Questy Boba,263,26301," Mrs. Clause"," Mrs Clause"," Mrs. Clause leaps up from the table, the torn and bleeding legs of Rudolph in her hands. "," Wielding the torn and bleeding legs of Rudolph, Mrs. Clause drools slowly from her mouth while her eyes roll wildly in her head. All semblence of sanity has left her as she charges forward wildly. ",SENTINEL ISNPC AGGRESSIVE MEMORY ARM SHIELD,DETECT-INVISIBLE SANCTUARY SPHERE INFRAVISION DODGE DUAL,-1000,Y,1,28.5,-20,100,30,4000,6150,10500,8325,16650,50,6,60,137.5,450,293.75,381.875,1.3,1,2,0,1,0,Standing,Standing,female,Normal,ELECTRIC POISON KICK PUNCH SLEEP CHARM PARALYSIS DRAIN DISEMBOWEL DISINTEGRATE CLAIR SUMMON SLASH CLAW BITE BACKSTAB ASSAULT,3," SPELL CAST SPELL CAST SPELL CAST"," RAN_GROUP RAN_GROUP RAN_GROUP"," 22 23 25"," thunderball hidden_blade dispel_sanctuary",0,IGNORE-SPHERE,TRIPLE QUAD,LOCATE SOUND ACID FEAR BASH TAUNT STEAL
Questy Boba,263,26302," An elf toy maker"," Elf toy maker"," An elf toy maker stands here, eyes rolling wildly, foam dripping from his mouth. "," Thick calouses cover his hands from gripping tools day after day making toys. A slight whiff of something stronger then rum comes from his breath, as little globs of spittle fly from his mouth. ",SCAVENGER ISNPC AGGRESSIVE MEMORY,DODGE DUAL,-1000,Y,50,-45,-18,100,22,2500,3900,7050,5475,5475,20,23,55,93.75,643.75,368.75,479.375,1.3,100000,40000,13333,113333,20,Standing,Standing,male,Elf,FIRE POISON KICK SLEEP CHARM BLINDNESS DRAIN DISEMBOWEL DISINTEGRATE CLAIR SUMMON BLUDGEON BACKSTAB,4," BITE DISARM SPELL CAST SPELL CAST"," RAN_GROUP RAN_GROUP RAN_GROUP RAN_GROUP"," 25 20 22 25","   thunderball super_harm",0,,TRIPLE,FEAR BASH CIRCLE TAUNT STEAL
Questy Boba,263,26303," An elf present wrapper"," Elf Present Wrapper"," An elf worker stands here, completely encased in armor made from wrapping paper. "," Tiny papercuts line his face and hands from long hours wrapping presents. Red spittle drips from his lips onto the paper armor he wears, causing it to buckle and warp. ",ISNPC AGGRESSIVE WIMPY MEMORY,SANCTUARY INFRAVISION DODGE DUAL FURY,-1000,Y,50,-45,-19,100,20,2400,3750,6600,5175,10350,15,12,50,81.25,287.5,184.375,479.375,1.3,100000,40000,13333,113333,10,Standing,Standing,male,Elf,POISON PUMMEL PUNCH SLEEP CHARM BLINDNESS PARALYSIS DRAIN DISINTEGRATE WHIP CLAW AMBUSH,3," BITE DISARM SPELL CAST"," RAN_GROUP RAN_GROUP RAN_GROUP"," 23 25 22","   thunderball",0,,TRIPLE,LOCATE COLD FEAR BASH CIRCLE STEAL
Questy Boba,263,26304," A reindeer"," Reindeer"," A reindeer paws the ground, an elf impaled and wriggling on his antlers. "," Blood drips down his antlers, thick fur matted and clotted, his eyes rolling wildly in his head. Hot breath creates clouds of moisture in the air, sharpened teeth showing between his lips. Pawing the ground he looks to be trying to impale something on his remaining antler. ",SENTINEL ISNPC AGGRESSIVE MEMORY FLY SHIELD,SANCTUARY DODGE FLY DUAL,-1000,Y,50,-45,-19,100,30,2150,3375,7725,5550,11100,15,25,60,93.75,543.75,318.75,414.375,1.3,100000,40000,13333,113333,10,Flying,Flying,female,Animal,FIRE ELECTRIC POISON PUMMEL SLEEP CHARM BLINDNESS PARALYSIS DISINTEGRATE CLAIR SUMMON WHIP CLAW BITE STING BACKSTAB ASSAULT,4," TRAMPLE BITE BASH BASH"," RAN_ROOM RAN_ROOM BUFFER RAN_GROUP"," 30 33 20 8","    ",0,IGNORE-SPHERE,,LOCATE SOUND ACID FEAR BASH TAUNT STEAL
Questy Boba,263,26305," A gaily wrapped present"," wrapped present"," A gaily wrapped present sits here, one corner leaking small amounts of fluid. "," Looking inside the present reveals a horrifying swirl of elf bones, meat and fecal matter. One eye floats up amidst the mess, staring upwards wildly. The stench rising from within makes you want to scream! ",SENTINEL SCAVENGER ISNPC AGGRESSIVE MEMORY,STATUE DODGE DUAL FURY,-1000,Y,50,-45,-19,100,30,3000,4650,9000,6825,6825,40,8,40,100,450,275,715,1.3,1,2,0,1,0,Sitting,Sitting,neutral,Normal,FIRE ELECTRIC POISON PUMMEL SLEEP CHARM BLINDNESS PARALYSIS DRAIN DISEMBOWEL DISINTEGRATE CLAIR SUMMON CLAW BITE STING BACKSTAB AMBUSH ASSAULT,4," TRAMPLE DISARM SPELL CAST SPELL CAST"," RAN_ROOM RAN_ROOM RAN_ROOM RAN_ROOM"," 22 22 22 40","   death_spray fear",0,IGNORE-SPHERE,TRIPLE QUAD,LOCATE COLD CHEMICAL FEAR BASH TAUNT STEAL
Questy Boba,263,26306," Santa's bodyguard"," bodyguard santa elf"," An elf crouches here, clad in black latex and sunglasses, he is ready to fight. "," Hands at the ready, this elf is Santa's personal bodyguard. Ready and able to fight, he assumes everything and everyone is a threat to the big man's time table. ",SENTINEL ISNPC AGGRESSIVE MEMORY,SPHERE INFRAVISION DODGE DUAL FURY,1000,Y,50,-45,-20,150,25,3000,4725,10125,7425,7425,17,8,60,96.25,245,170.625,443.62500000000006,1.3,110000,40200,13400,123400,16,Flying,Flying,male,Elf,FIRE ELECTRIC KICK SLEEP CHARM BLINDNESS PARALYSIS DRAIN DISINTEGRATE SUMMON WHIP CLAW STING ASSAULT,6," SPELL CAST PUMMEL BASH DISARM PUNCH BASH"," RAN_ROOM RAN_ROOM RAN_GROUP RAN_GROUP RAN_GROUP RAN_GROUP"," 70 16 21 25 25 15"," iceball     ",0,IGNORE-SPHERE,TRIPLE QUAD,LOCATE COLD ACID FEAR BASH CIRCLE STEAL
Questy Boba,263,26310," Santa Clause"," Santa Clause"," Santa Clause stands here, calm smile filling the room with warmth. "," Massive tummy jiggling and shaking, Santa fills his red coat to the bursting point. Small red stains ruin the perfect white of the cuffs and lining, the only evidence of the massive battle raging outside. ",SENTINEL ISNPC,,0,Y,56,-54,-25,200,400,100000,150300,270000,210150,210150,1,1,0,1.25,1.25,1.25,1.25,1,1,2,0,1,0,Standing,Standing,male,Avatar,FIRE ELECTRIC POISON PUMMEL KICK PUNCH SLEEP CHARM BLINDNESS PARALYSIS DRAIN DISEMBOWEL DISINTEGRATE CLAIR SUMMON HIT BLUDGEON PIERCE SLASH WHIP CLAW BITE STING CRUSH HACK CHOP SLICE BACKSTAB AMBUSH ASSAULT,0,,,,,0,,,LOCATE COLD SOUND CHEMICAL ACID FEAR BASH CIRCLE TAUNT STEAL CURSE HOLD
Questy Boba II,266,26600," Santa Clause"," Santa Clause"," Santa Clause stands here, calm smile filling the room with warmth. "," Massive tummy jiggling and shaking, Santa fills his red coat to the bursting point. Small red stains ruin the perfect white of the cuffs and lining, the only evidence of the massive battle raging outside. ",SENTINEL ISNPC MEMORY,SANCTUARY SPHERE INFRAVISION DODGE INVUL DUAL FURY,0,Y,33.6,-21.6,-12.5,100,100,8000,3240,7200,5220,10440,20,15,120,63,189,126,327.6,1.3,0.6,0.6,0,0,0,Standing,Standing,male,Avatar,FIRE ELECTRIC PUMMEL SLEEP CHARM BLINDNESS PARALYSIS DRAIN DISEMBOWEL DISINTEGRATE CLAIR SUMMON SLASH WHIP CLAW STING BACKSTAB ASSAULT,2," PUMMEL TRAMPLE"," RAN_GROUP RAN_GROUP"," 25 20","  ",0,IGNORE-SPHERE,TRIPLE QUAD,LOCATE COLD SOUND FEAR CIRCLE TAUNT STEAL
Questy Boba II,266,26601," Mrs. Clause"," Mrs Clause"," Mrs. Clause leaps up from the table, the torn and bleeding legs of Rudolph in her hands. "," Wielding the torn and bleeding legs of Rudolph, Mrs. Clause drools slowly from her mouth while her eyes roll wildly in her head. All semblence of sanity has left her as she charges forward wildly. ",SENTINEL ISNPC AGGRESSIVE MEMORY ARM SHIELD,DETECT-INVISIBLE SANCTUARY SPHERE INFRAVISION DODGE DUAL,-1000,Y,0.6,11.4,-10,100,30,4000,1640,2800,2220,4440,50,6,60,49.5,162,105.75,137.475,1.3,0.6,0.6,0,0,0,Standing,Standing,female,Normal,ELECTRIC POISON KICK PUNCH SLEEP CHARM PARALYSIS DRAIN DISEMBOWEL DISINTEGRATE CLAIR SUMMON SLASH CLAW BITE BACKSTAB ASSAULT,3," SPELL CAST SPELL CAST SPELL CAST"," RAN_GROUP RAN_GROUP RAN_GROUP"," 22 23 25"," thunderball hidden_blade dispel_sanctuary",0,IGNORE-SPHERE,TRIPLE QUAD,LOCATE SOUND ACID FEAR BASH TAUNT STEAL
Questy Boba II,266,26602," An elf toy maker"," Elf toy maker"," An elf toy maker stands here, eyes rolling wildly, foam dripping from his mouth. "," Thick calouses cover his hands from gripping tools day after day making toys. A slight whiff of something stronger then rum comes from his breath, as little globs of spittle fly from his mouth. ",SCAVENGER ISNPC AGGRESSIVE MEMORY,DODGE DUAL,-1000,Y,30,-18,-9,100,22,2500,1040,1880,1460,1460,20,23,55,33.75,231.75,132.75,172.57500000000002,1.3,60000,12000,4000,64000,43,Standing,Standing,male,Elf,FIRE POISON KICK SLEEP CHARM BLINDNESS DRAIN DISEMBOWEL DISINTEGRATE CLAIR SUMMON BLUDGEON BACKSTAB,4," BITE DISARM SPELL CAST SPELL CAST"," RAN_GROUP RAN_GROUP RAN_GROUP RAN_GROUP"," 25 20 22 25","   thunderball super_harm",0,,TRIPLE,FEAR BASH CIRCLE TAUNT STEAL
Questy Boba II,266,26603," An elf present wrapper"," Elf Present Wrapper"," An elf worker stands here, completely encased in armor made from wrapping paper. "," Tiny papercuts line his face and hands from long hours wrapping presents. Red spittle drips from his lips onto the paper armor he wears, causing it to buckle and warp. ",ISNPC AGGRESSIVE WIMPY MEMORY,SANCTUARY INFRAVISION DODGE DUAL FURY,-1000,Y,30,-18,-9.5,100,20,2400,1000,1760,1380,2760,15,12,50,29.25,103.5,66.375,172.57500000000002,1.3,60000,12000,4000,64000,23,Standing,Standing,male,Elf,POISON PUMMEL PUNCH SLEEP CHARM BLINDNESS PARALYSIS DRAIN DISINTEGRATE WHIP CLAW AMBUSH,3," BITE DISARM SPELL CAST"," RAN_GROUP RAN_GROUP RAN_GROUP"," 23 25 22","   thunderball",0,,TRIPLE,LOCATE COLD FEAR BASH CIRCLE STEAL
Questy Boba II,266,26604," A reindeer"," Reindeer"," A reindeer paws the ground, an elf impaled and wriggling on his antlers. "," Blood drips down his antlers, thick fur matted and clotted, his eyes rolling wildly in his head. Hot breath creates clouds of moisture in the air, sharpened teeth showing between his lips. Pawing the ground he looks to be trying to impale something on his remaining antler. ",SENTINEL ISNPC AGGRESSIVE MEMORY FLY SHIELD,SANCTUARY DODGE FLY DUAL,-1000,Y,30,-18,-9.5,100,30,2150,900,2060,1480,2960,15,25,60,33.75,195.75,114.75,149.175,1.3,60000,12000,4000,64000,21,Flying,Flying,female,Animal,FIRE ELECTRIC POISON PUMMEL SLEEP CHARM BLINDNESS PARALYSIS DISINTEGRATE CLAIR SUMMON WHIP CLAW BITE STING BACKSTAB ASSAULT,4," TRAMPLE BITE BASH BASH"," RAN_ROOM RAN_ROOM BUFFER RAN_GROUP"," 30 33 20 8","    ",0,IGNORE-SPHERE,,LOCATE SOUND ACID FEAR BASH TAUNT STEAL
